instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
862,2/8/2011,1,0,2,8,0,2,1,1,0.24,0.197,0.56,0.4925,7,236
863,2/8/2011,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0.4925,7,128
864,2/8/2011,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522,4,44
865,2/8/2011,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0.4627,1,49
866,2/8/2011,1,0,2,12,0,2,1,1,0.24,0.197,0.38,0.4925,2,63
867,2/8/2011,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478,2,48
868,2/8/2011,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179,3,61
869,2/8/2011,1,0,2,15,0,2,1,1,0.22,0.197,0.35,0.3881,6,45
870,2/8/2011,1,0,2,16,0,2,1,1,0.22,0.1818,0.35,0.5224,4,79
871,2/8/2011,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,4,172
872,2/8/2011,1,0,2,18,0,2,1,1,0.2,0.1818,0.32,0.3881,1,151
873,2/8/2011,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0.4627,1,100
874,2/8/2011,1,0,2,20,0,2,1,1,0.16,0.1364,0.4,0.3284,3,53
875,2/8/2011,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46
876,2/8/2011,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0.3582,0,29
877,2/8/2011,1,0,2,23,0,2,1,1,0.12,0.1061,0.33,0.3284,3,9
878,2/9/2011,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0.3582,0,17
879,2/9/2011,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239,0,7
880,2/9/2011,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,1,2
881,2/9/2011,1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0.1343,0,2
882,2/9/2011,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045,0,7
883,2/9/2011,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0,0,43
884,2/9/2011,1,0,2,7,0,3,1,1,0.06,0.1061,0.49,0.1045,4,95
885,2/9/2011,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0,1,198
886,2/9/2011,1,0,2,9,0,3,1,1,0.12,0.1364,0.39,0.1642,4,119
887,2/9/2011,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0,8,51
888,2/9/2011,1,0,2,11,0,3,1,2,0.14,0.1515,0.43,0.1642,1,40
889,2/9/2011,1,0,2,12,0,3,1,2,0.18,0.1818,0.4,0.2239,4,57
890,2/9/2011,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,2,67
891,2/9/2011,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0.2985,2,56
892,2/9/2011,1,0,2,15,0,3,1,2,0.2,0.1818,0.34,0.2836,3,61
893,2/9/2011,1,0,2,16,0,3,1,2,0.2,0.197,0.37,0.2537,7,72
894,2/9/2011,1,0,2,17,0,3,1,2,0.2,0.197,0.34,0.2537,9,157
895,2/9/2011,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,2,168
896,2/9/2011,1,0,2,19,0,3,1,3,0.14,0.1212,0.86,0.2537,1,87
897,2/9/2011,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,0,84
898,2/9/2011,1,0,2,21,0,3,1,2,0.14,0.1515,0.86,0.1642,0,83
899,2/9/2011,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642,4,42
900,2/9/2011,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.194,0,37
901,2/10/2011,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0.194,0,16
902,2/10/2011,1,0,2,1,0,4,1,3,0.14,0.1515,0.8,0.1343,0,7
903,2/10/2011,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,3
904,2/10/2011,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,0,1
905,2/10/2011,1,0,2,5,0,4,1,2,0.12,0.1212,0.5,0.2239,0,6
906,2/10/2011,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0.2836,0,26
907,2/10/2011,1,0,2,7,0,4,1,1,0.1,0.0758,0.5,0.4179,0,99
908,2/10/2011,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,5,173
909,2/10/2011,1,0,2,9,0,4,1,1,0.12,0.1061,0.42,0.3582,1,121
910,2/10/2011,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34
911,2/10/2011,1,0,2,11,0,4,1,1,0.14,0.1212,0.39,0.3582,1,44
912,2/10/2011,1,0,2,12,0,4,1,1,0.16,0.1364,0.34,0.3881,4,65
913,2/10/2011,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0.2985,3,59
914,2/10/2011,1,0,2,14,0,4,1,1,0.2,0.1818,0.27,0.2836,6,42
915,2/10/2011,1,0,2,15,0,4,1,1,0.2,0.197,0.25,0.2537,0,50
916,2/10/2011,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0.2985,4,76
917,2/10/2011,1,0,2,17,0,4,1,1,0.18,0.1818,0.26,0.194,6,159
918,2/10/2011,1,0,2,18,0,4,1,1,0.16,0.1818,0.28,0.1343,3,157
919,2/10/2011,1,0,2,19,0,4,1,1,0.14,0.1667,0.28,0.1045,2,110
920,2/10/2011,1,0,2,20,0,4,1,1,0.14,0.1818,0.31,0.0896,4,93
921,2/10/2011,1,0,2,21,0,4,1,1,0.14,0.2121,0.39,0,2,70
922,2/10/2011,1,0,2,22,0,4,1,1,0.12,0.197,0.39,0,4,47
923,2/10/2011,1,0,2,23,0,4,1,1,0.12,0.1515,0.42,0.1045,1,33
924,2/11/2011,1,0,2,0,0,5,1,1,0.1,0.1364,0.49,0.1045,2,12
925,2/11/2011,1,0,2,1,0,5,1,1,0.1,0.1364,0.54,0.0896,1,6
926,2/11/2011,1,0,2,2,0,5,1,1,0.1,0.1364,0.54,0.0896,0,3
927,2/11/2011,1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0.0896,0,4
928,2/11/2011,1,0,2,6,0,5,1,1,0.1,0.1818,0.68,0,1,23
929,2/11/2011,1,0,2,7,0,5,1,1,0.08,0.1667,0.73,0,1,73
930,2/11/2011,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,4,212
931,2/11/2011,1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,8,132
932,2/11/2011,1,0,2,10,0,5,1,1,0.14,0.1364,0.69,0.194,5,39
933,2/11/2011,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343,12,52
934,2/11/2011,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0.1343,7,64
935,2/11/2011,1,0,2,13,0,5,1,1,0.24,0.2273,0.35,0.194,21,89
936,2/11/2011,1,0,2,14,0,5,1,1,0.3,0.2879,0.26,0.2537,17,67
937,2/11/2011,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0.1642,12,62
938,2/11/2011,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0.194,14,111
939,2/11/2011,1,0,2,17,0,5,1,1,0.3,0.3333,0.24,0,18,193
940,2/11/2011,1,0,2,18,0,5,1,1,0.28,0.3182,0.28,0,9,165
941,2/11/2011,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0,7,94
942,2/11/2011,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61
943,2/11/2011,1,0,2,21,0,5,1,1,0.2,0.2121,0.59,0.1343,1,46
944,2/11/2011,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0.0896,2,41
945,2/11/2011,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0,5,48
946,2/12/2011,1,0,2,0,0,6,0,1,0.16,0.197,0.69,0.0896,3,27
947,2/12/2011,1,0,2,1,0,6,0,1,0.14,0.2121,0.86,0,2,22
948,2/12/2011,1,0,2,2,0,6,0,1,0.14,0.2121,0.8,0,2,13
949,2/12/2011,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0,3,7
950,2/12/2011,1,0,2,4,0,6,0,1,0.12,0.1667,0.74,0.0896,0,4
951,2/12/2011,1,0,2,5,0,6,0,1,0.12,0.1667,0.74,0.0896,0,1
952,2/12/2011,1,0,2,6,0,6,0,1,0.12,0.1364,0.93,0.194,1,1
953,2/12/2011,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9
954,2/12/2011,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0.1343,2,28
955,2/12/2011,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38
956,2/12/2011,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71
957,2/12/2011,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,30,84
958,2/12/2011,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93
959,2/12/2011,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,32,103
960,2/12/2011,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,30,90
961,2/12/2011,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,47,127
962,2/12/2011,1,0,2,16,0,6,0,1,0.34,0.303,0.29,0.4179,42,103
963,2/12/2011,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,24,113
964,2/12/2011,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0.3284,4,60
965,2/12/2011,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39
966,2/12/2011,1,0,2,20,0,6,0,1,0.26,0.2576,0.41,0.2239,1,39
967,2/12/2011,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0,9,42
968,2/12/2011,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,6,39
969,2/12/2011,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,1,31
970,2/13/2011,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34
971,2/13/2011,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23
972,2/13/2011,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,1,19
973,2/13/2011,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,4,8
974,2/13/2011,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2
975,2/13/2011,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3
976,2/13/2011,1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0,0,3
977,2/13/2011,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,1,11
978,2/13/2011,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35
979,2/13/2011,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86
980,2/13/2011,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86
981,2/13/2011,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94
982,2/13/2011,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,62,92
983,2/13/2011,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,51,110
984,2/13/2011,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122
985,2/13/2011,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,28,106
986,2/13/2011,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95
987,2/13/2011,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78
988,2/13/2011,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50
989,2/13/2011,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,15,32
990,2/13/2011,1,0,2,21,0,0,0,1,0.4,0.4091,0.35,0.3582,6,45
991,2/13/2011,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,5,31
992,2/13/2011,1,0,2,23,0,0,0,1,0.4,0.4091,0.35,0.3582,3,27
993,2/14/2011,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,3,8
994,2/14/2011,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,1,6
995,2/14/2011,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,0,2
996,2/14/2011,1,0,2,3,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1
997,2/14/2011,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,0,2
998,2/14/2011,1,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,0,3
999,2/14/2011,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,1,25
1000,2/14/2011,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,2,96
1001,2/14/2011,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249
1002,2/14/2011,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122
1003,2/14/2011,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46
1004,2/14/2011,1,0,2,11,0,1,1,1,0.52,0.5,0.23,0.2537,10,43
1005,2/14/2011,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99
1006,2/14/2011,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93
1007,2/14/2011,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,14,76
1008,2/14/2011,1,0,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,19,71
1009,2/14/2011,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102
1010,2/14/2011,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218
1011,2/14/2011,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194
1012,2/14/2011,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,12,86
1013,2/14/2011,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65
1014,2/14/2011,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35
1015,2/14/2011,1,0,2,22,0,1,1,1,0.34,0.2879,0.46,0.6567,1,44
1016,2/14/2011,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19
1017,2/15/2011,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12
1018,2/15/2011,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,0,5
1019,2/15/2011,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,1,2
1020,2/15/2011,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1
1021,2/15/2011,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4
1022,2/15/2011,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30
1023,2/15/2011,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,2,103
1024,2/15/2011,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213
1025,2/15/2011,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,2,108
1026,2/15/2011,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47
1027,2/15/2011,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46
1028,2/15/2011,1,0,2,12,0,2,1,1,0.28,0.2727,0.24,0.2537,6,65
1029,2/15/2011,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,14,68
1030,2/15/2011,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69
1031,2/15/2011,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74
1032,2/15/2011,1,0,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,21,77
1033,2/15/2011,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,15,191
1034,2/15/2011,1,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,14,198
1035,2/15/2011,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142
1036,2/15/2011,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98
1037,2/15/2011,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0,5,61
1038,2/15/2011,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0,0,41
1039,2/15/2011,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20
1040,2/16/2011,1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15
1041,2/16/2011,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9
1042,2/16/2011,1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,0,1
1043,2/16/2011,1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,0,1
1044,2/16/2011,1,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,0,5
1045,2/16/2011,1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,1,32
1046,2/16/2011,1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,5,103
1047,2/16/2011,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224
1048,2/16/2011,1,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122
1049,2/16/2011,1,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55
1050,2/16/2011,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59
1051,2/16/2011,1,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72
1052,2/16/2011,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80
1053,2/16/2011,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65
1054,2/16/2011,1,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82
1055,2/16/2011,1,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96
1056,2/16/2011,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244
1057,2/16/2011,1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202
1058,2/16/2011,1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143
1059,2/16/2011,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108
1060,2/16/2011,1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,5,87
1061,2/16/2011,1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,12,61
1062,2/16/2011,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31
1063,2/17/2011,1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16
1064,2/17/2011,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6
1065,2/17/2011,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4
1066,2/17/2011,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1
1067,2/17/2011,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1
1068,2/17/2011,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11
1069,2/17/2011,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44
1070,2/17/2011,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119
1071,2/17/2011,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267
1072,2/17/2011,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163
1073,2/17/2011,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70
1074,2/17/2011,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71
1075,2/17/2011,1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86
1076,2/17/2011,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108
1077,2/17/2011,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55
1078,2/17/2011,1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91
1079,2/17/2011,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117
1080,2/17/2011,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256
1081,2/17/2011,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211
1082,2/17/2011,1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161
1083,2/17/2011,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131
1084,2/17/2011,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119
1085,2/17/2011,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68
1086,2/17/2011,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40
1087,2/18/2011,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20
1088,2/18/2011,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7
1089,2/18/2011,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5
1090,2/18/2011,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6
1091,2/18/2011,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1
1092,2/18/2011,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6
1093,2/18/2011,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48
1094,2/18/2011,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108
1095,2/18/2011,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246
1096,2/18/2011,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154
1097,2/18/2011,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78
1098,2/18/2011,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82
1099,2/18/2011,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,59,126
1100,2/18/2011,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,45,131
1101,2/18/2011,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118
1102,2/18/2011,1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117
1103,2/18/2011,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164
1104,2/18/2011,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275
1105,2/18/2011,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195
1106,2/18/2011,1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146
1107,2/18/2011,1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,105
1108,2/18/2011,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61
1109,2/18/2011,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88
1110,2/18/2011,1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,61
1111,2/19/2011,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23
1112,2/19/2011,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21
1113,2/19/2011,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14
1114,2/19/2011,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7
1115,2/19/2011,1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3
1116,2/19/2011,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3
1117,2/19/2011,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3
1118,2/19/2011,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16
1119,2/19/2011,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36
1120,2/19/2011,1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37
1121,2/19/2011,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72
1122,2/19/2011,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76
1123,2/19/2011,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81
1124,2/19/2011,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103
1125,2/19/2011,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94
1126,2/19/2011,1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87
1127,2/19/2011,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81
1128,2/19/2011,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91
1129,2/19/2011,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67
1130,2/19/2011,1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,54
1131,2/19/2011,1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38
1132,2/19/2011,1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29
1133,2/19/2011,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42
1134,2/19/2011,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25
1135,2/20/2011,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14
1136,2/20/2011,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11
1137,2/20/2011,1,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17
1138,2/20/2011,1,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9
1139,2/20/2011,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1
1140,2/20/2011,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1
1141,2/20/2011,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2
1142,2/20/2011,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22
1143,2/20/2011,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48
1144,2/20/2011,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,70
1145,2/20/2011,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89
1146,2/20/2011,1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120
1147,2/20/2011,1,0,2,13,0,0,0,1,0.34,0.3333,0.29,0,76,122
1148,2/20/2011,1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104
1149,2/20/2011,1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102
1150,2/20/2011,1,0,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88
1151,2/20/2011,1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86
1152,2/20/2011,1,0,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71
1153,2/20/2011,1,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,3,39
1154,2/20/2011,1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0,12,30
1155,2/20/2011,1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0,17,39
1156,2/20/2011,1,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,4,43
1157,2/20/2011,1,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45
